_STATE,total_respondents,inactivity_rate,avg_bmi,avg_unhealthy_days,pct_obese,pct_chronic,pct_low_income,pct_low_education,avg_vulnerability,state_name,cluster,cluster_label,nn_predicted_risk,priority_index,rank
48.0,11257,23.8,2868.1329839211157,7.822155103491161,0.31988984631784667,0.3945989162299014,0.12312338989073465,0.07204406147286133,1.4932042284800568,Texas,1,Medium risk,36.25,36.3,37
44.0,5016,21.59,2802.728668261563,7.4657097288676235,0.2717304625199362,0.44019138755980863,0.10685805422647528,0.06000797448165869,1.5540271132376395,Rhode Island,0,Low risk,34.88,35.3,38
16.0,4030,21.46,2847.837965260546,7.824069478908188,0.30818858560794044,0.38560794044665014,0.12779156327543426,0.07593052109181142,1.4992555831265508,Idaho,1,Medium risk,37.52,34.1,39
41.0,5651,18.6,2846.7025305255706,8.916828879844275,0.3096797027074854,0.4282427888869227,0.11980180499026721,0.06246682003185277,1.5560077862325252,Oregon,1,Medium risk,34.75,32.2,40
37.0,4051,20.44,2847.0989879042213,7.200197482103184,0.31621821772401876,0.3937299432238953,0.09997531473710194,0.091088620093804,1.4606270056776105,North Carolina,1,Medium risk,36.39,30.6,41
15.0,6273,20.39,2705.218715128328,7.339231627610394,0.23417822413518252,0.42372070779531323,0.10282161645145864,0.03299856527977044,1.5152239757691695,Hawaii,0,Low risk,35.15,30.2,42
6.0,7608,19.98,2765.8774973711884,8.085436382754995,0.2576235541535226,0.3807833859095689,0.14353312302839116,0.09871188222923238,1.5431125131440588,California,0,Low risk,35.98,29.9,43
2.0,5049,18.82,2852.486036838978,7.561695385224797,0.3129332541097247,0.4117647058823529,0.09288968112497524,0.04020598138245197,1.4959397900574372,Alaska,0,Low risk,33.87,27.8,44
53.0,23836,16.79,2816.914541030374,7.820985064608156,0.28645745930525257,0.4299379090451418,0.08071824131565698,0.042960228226212455,1.4917351904681995,Washington,0,Low risk,32.82,24.0,45
34.0,7828,22.39,2802.7146142054166,7.21282575370465,0.2676290240163516,0.3681655595298927,0.10462442514052121,0.054675523760858456,1.369315278487481,New Jersey,0,Low risk,34.26,23.6,46
9.0,6607,19.72,2822.3080066596035,7.405176328136824,0.2837899197820493,0.40033298017254426,0.09777508702890873,0.04510367791736038,1.4072952928711973,Connecticut,0,Low risk,32.74,22.6,47
27.0,14157,16.77,2832.799533799534,6.765275128911493,0.2929999293635657,0.3945751218478491,0.08165571801935438,0.03545949000494455,1.4245249699795155,Minnesota,0,Low risk,32.17,18.4,48
50.0,6083,14.93,2771.0974847936873,7.194805194805195,0.25793194147624526,0.4358047016274864,0.07808647049153378,0.02235738944599704,1.448134144336676,Vermont,0,Low risk,29.78,15.8,49
49.0,11891,17.78,2789.105794298209,7.6582289126229925,0.2846690774535363,0.3684299049701455,0.06677318980741738,0.045496594062736526,1.3036750483558994,Utah,0,Low risk,32.25,13.1,50
25.0,8656,17.64,2755.890480591497,7.122227356746765,0.24468576709796672,0.37384473197781887,0.0933456561922366,0.05117837338262477,1.3562846580406653,Massachusetts,0,Low risk,31.21,12.9,51
8.0,10129,15.46,2724.7228749136143,7.5038009675190045,0.22687333399150952,0.37792477046105244,0.09280284332115707,0.04630269523151347,1.3207621680323822,Colorado,0,Low risk,30.08,7.2,52
11.0,2959,14.23,2712.9117945251774,6.447448462318351,0.2294694153430213,0.3534978033119297,0.09361270699560663,0.02872592091922947,1.2781345049003041,District of Columbia,0,Low risk,28.11,0.0,53
